news_title,news_text
"SBI cuts lending rate by 15 bps, launches new fixed deposit for senior citizens","
The SBI has cut its Marginal Cost of Funds based Lending Rate (MCLR) by 15 basis points across all tenors effective May 10. The bank said EMIs on eligible home loan accounts will get cheaper. It introduced a new retail term deposit with a higher interest rate for senior citizens. It also slashed fixed deposit rates by 20 basis points.

short by Kiran Khatri / 
      08:27 pm on 07 May

"
Saffolalife encourages Healthy Snacking as the nation stays indoors,"
As the nation stays indoors, Saffolalife has launched a new initiative 'Saffolalife Healthy Snackathon' to encourage healthier snacking amongst the people. The brand has introduced a host of recipes created by celebrity chef Kunal Kapur on its Fit Foodie website. Designed using readily available ingredients at home, the recipes include delicious savoury and sweet snacks, across cuisines.

short by Roshan Gupta / 
      05:02 pm on 07 May

"
Take milk/banana to neutralise effect: Andhra Police after Vizag gas leak,"
Andhra Pradesh Police shared a tweet listing preventive measures to be taken by locals following the gas leak in Visakhapatnam. Some of the measures include drinking more water, taking milk, banana and jaggery to neutralise the effect of gas and using wet cloth as mask even if people are at home. It also mentioned not consuming uncovered food or water.

short by Nandini Sinha / 
      05:15 pm on 07 May

"
Parents were more confident than I was about me wearing bikini at Miss India: Rakul,"
Actress Rakul Preet, who participated in Miss India 2011 pageant, has said her parents were more comfortable with the idea of her in a bikini for the pageant than she was. ""[My mother] was confident. She said, 'Isme kya hai?',"" Rakul added. ""When we were going to shop, my dad kept telling us to buy vibrant coloured bikinis,"" she said.

short by Daisy Mowke / 
      05:04 pm on 07 May

"
"West Bengal starts online booking, home delivery of liquor","
The West Bengal State Beverages Corporation (WBSBCL) has announced that it has launched a portal for online booking and home delivery of alcohol to minimise footfall at retail outlets and ensure social distancing. WBSBCL added that people, aged 21 or above, can register as buyers on the website. Earlier, Punjab and Chhattisgarh had started home delivery of liquor.

short by Aarushi Maheshwari / 
      04:33 pm on 07 May

"
₹1 crore aid for kin of Delhi police constable who died due to COVID-19,"
Delhi Chief Minister Arvind Kejriwal on Thursday announced compensation of ₹1 crore for the family of a Delhi Police constable who died due to COVID-19. Kejriwal tweeted, ""Without caring for his life, Amit ji continued to serve the people during the coronavirus pandemic. He got coronavirus and subsequently left us. We salute his martyrdom.""

short by Aarushi Maheshwari / 
      04:50 pm on 07 May

"
Which states and UTs have reported more than 700 coronavirus cases?,"
The total number of coronavirus cases in India crossed the 50,000-mark on Thursday, with cases reported from 33 states and Union Territories (UTs). A total of 12 states and UTs have reported more than 700 cases, which include Maharashtra, Gujarat, Delhi, Tamil Nadu, Rajasthan, Madhya Pradesh, Uttar Pradesh, Andhra Pradesh, Punjab, West Bengal, Telangana and Jammu and Kashmir.

short by Anmol Sharma / 
      04:33 pm on 07 May

"
"83 new COVID-19 +ve cases reported in Rajasthan, death toll nears 100","
The Rajasthan Health Department said that 83 new COVID-19 positive cases were reported in the state till Thursday (2 pm), taking the total number of cases to 3,400. Out of the 83, 12 positive cases were reported from the BSF. Moreover, with two more people dying of coronavirus in Rajasthan, the toll here has reached 95, the health department added.

short by Jigyasu / 
      04:35 pm on 07 May

"
Swiggy Co-founder Rahul Jaimini leaves after 6 years to join startup Pesto Tech,"
Swiggy's Co-founder and CTO Rahul Jaimini is moving away from his active role in May this year to join career accelerator Pesto Tech. Rahul will continue to be Swiggy's board member and shareholder. Functions led by Rahul will be realigned to Head of Engineering Dale Vaz. Swiggy was founded in 2014 by Sriharsha Majety, Nandan Reddy and Rahul Jaimini.

short by Pragya Swastik / 
      04:53 pm on 07 May

"
Karnataka govt to restart train services for migrant workers after criticism,"
Karnataka government on Thursday decided to restart train services for migrant workers. The government had cancelled special trains that were to ferry migrant workers to their hometowns from Wednesday after a meeting with property developers of the state. The move was criticised by the Opposition, with former Karnataka CM Siddaramaiah tweeting, ""Are we still practicing bonded labour?""

short by Apaar Sharma / 
      04:56 pm on 07 May

"
"Bleach disinfectant sprayed on boy outside UP railway station, video surfaces","
A video of bleach-and-water disinfectant being sprayed on a boy outside Charbagh Railway Station in Uttar Pradesh's Lucknow has surfaced online. According to reports, the authorities said that the incident took place when some labourers came in the way when the sanitisation process of buses was going on. ""It was unintentional,"" Lucknow Municipal Commissioner Indramani Tripathi said.

short by Jigyasu / 
      04:56 pm on 07 May

"
UP lifts ban on sale of 'paan masala' without tobacco and nicotine,"
Uttar Pradesh government has lifted its ban on 'paan masala' which does not contain tobacco and nicotine. ""The ban on manufacturing and sale of 'paan masala' imposed on March 25 has been lifted,"" said an official order issued on Wednesday. The order clarified that the ban on manufacture, storage and sale of 'gutka/paan masala' with nicotine and tobacco will continue.

short by Apaar Sharma / 
      04:47 pm on 07 May

"
64 terrorists killed in Jammu & Kashmir since January: Kashmir Police,"
Security forces launched 27 operations and eliminated 64 terrorists since January in J&K, Vijay Kumar, IGP Kashmir said. Hizbul Mujahideen chief Riyaz Naikoo's killing on Wednesday was a big success, Kumar added. ""The security forces were tracking Naikoo's movement for last six months and this time there was pinpoint information about his location that led to the operation,"" he said.

short by Jigyasu / 
      05:19 pm on 07 May

"
"Israel PM Netanyahu, Gantz's unity govt approved by MPs","
Israeli lawmakers on Thursday approved the formation of a unity government between Prime Minister Benjamin Netanyahu and his erstwhile election rival Benny Gantz. The move paves the way to an end to more than a year of deadlock after holding three consecutive elections. The parliament backed the coalition deal by 71 votes to 37, a statement said.

short by Kirti Joshi / 
      04:48 pm on 07 May

"
Disheartening that people still troll me: Sonakshi on Ramayana question,"
Sonakshi Sinha, while talking about Ramayana question which she failed to answer during her appearance on KBC 11, said that it was a bit embarrassing as she has grown up reading and watching Ramayana. ""It has been...months, it's disheartening...people still troll me over one honest mistake,"" she added. Sonakshi was unable to answer whom Hanuman fetched Sanjeevani herb for.


short by Udit Gupta / 
      05:33 pm on 07 May

"
"'Sonu Ke Titu...', 'De De Pyaar...' sequels happening: Bhushan Kumar","
Bollywood producer Bhushan Kumar said, ""We are definitely doing Sonu Ke Titu Ki Sweety 2, it's a great franchise to take forward."" 'Sonu Ke Titu Ki Sweety' released in 2018 and starred Kartik Aaryan, Nushrat Bharucha and Sunny Singh. Bhushan also confirmed a sequel to Ajay Devgn's 2019 film 'De De Pyaar De' with Tabu and Rakul Preet Singh.

short by Atul Mishra / 
      04:38 pm on 07 May

"
"Was thrown out of 'Bekhudi', director said I wasn't showing interest: Saif","
Saif Ali Khan has revealed the director of 1992 film 'Bekhudi' ""threw"" him out of the film, complaining he wasn't showing enough interest. ""I had to...emerge singing a line, 'Chaahat Ki Raahon Mein...Kyun Itna Darti Hai'. It wasn't easy because my expression had to change,"" he added. ""Back then, straight out of...boarding school in England, I was petrified,"" said Saif.

short by Udit Gupta / 
      05:22 pm on 07 May

"
